geneID,gene.width,intron_width,recombination,POE
LOC409898,80457,75154,26.36,FALSE
LOC409899,10389,5922,27.01,TRUE
LOC409900,3767,566,25.05,FALSE
LOC409902,31868,22970,3.486153846,FALSE
LOC409903,40277,36967,3.86,FALSE
LOC409904,39574,28643,8.451,TRUE
LOC409905,15670,13608,16.46,TRUE
LOC409906,5685,1891,26.86,FALSE
LOC409908,24868,19611,25.25,FALSE
LOC409909,2411,599,21.4825,FALSE
LOC409910,4468,3155,21.22714286,FALSE
LOC409911,2648,494,20.98,FALSE
LOC409912,6869,4760,13.82,FALSE
LOC409913,15603,14717,7.79,TRUE
LOC409915,5409,1889,10.07,FALSE
LOC409918,6312,2116,13.445,FALSE
LOC409919,11005,7645,13.28833333,FALSE
LOC409920,2748,778,0,FALSE
LOC409921,6401,3161,64.98,FALSE
LOC409922,4413,2677,34.34,FALSE
LOC409923,85293,80557,34.34,FALSE
LOC409924,21152,18136,24.4625,FALSE
LOC409925,6700,4223,24.67,FALSE
LOC409926,1813,930,25.03,FALSE
LOC409927,4161,1031,25.13,FALSE
LOC409928,112812,108313,14.11,FALSE
LOC409930,1114,518,6.53,FALSE
LOC409931,7125,4890,6.18,FALSE
LOC409932,7789,4739,27.16,FALSE
LOC409933,34417,27479,20.52421053,TRUE
LOC409934,3310,1458,19.63,FALSE
LOC409936,5284,2928,22.78,FALSE
LOC409937,18571,12762,23.09571429,FALSE
LOC409940,2595,643,8.525,FALSE
LOC409941,3717,727,12.65,FALSE
LOC409942,7179,3452,12.65,FALSE
LOC409943,12468,8655,12.578,TRUE
LOC409945,2753,907,13.56,FALSE
LOC409946,2161,597,3.42,FALSE
LOC409948,1271,219,7.66,FALSE
LOC409949,17059,14395,17.28,TRUE
LOC409950,23953,18815,0.16,FALSE
LOC409951,801,143,2.63,FALSE
LOC409952,28737,19250,0.316666667,TRUE
LOC409953,9241,5541,3.17,FALSE
LOC409954,2919,2067,16.42,FALSE
LOC409955,2404,733,17.73,FALSE
LOC409956,52724,47986,0.17,FALSE
LOC409957,8779,3956,12.38,FALSE
LOC409959,2907,1583,10.23,FALSE
LOC409961,33645,30494,21.99,FALSE
LOC409962,2748,563,22.11,FALSE
LOC409963,10286,5912,22.165,TRUE
LOC409965,11341,5812,13.098,FALSE
LOC409966,50404,47430,29.96,FALSE
LOC409968,6292,1956,22.23,FALSE
LOC409969,2634,499,5.95,FALSE
LOC409970,26525,23033,12.97,FALSE
LOC409972,4488,1993,18.35,TRUE
LOC409976,1591,382,6.56,FALSE
LOC409977,3906,1196,15.92,FALSE
LOC409978,1163,345,10.86,FALSE
LOC409979,3774,1334,11.47,FALSE
LOC409981,9727,1210,29.7,FALSE
LOC409983,17528,6735,17,FALSE
LOC409984,1614,496,4.47,FALSE
LOC409985,73572,68094,6.43,FALSE
LOC409986,5159,2293,26.17,FALSE
LOC409990,6146,2933,7.45,FALSE
LOC409991,2665,856,7.7,FALSE
LOC409992,4145,821,7.76,FALSE
LOC409993,6997,1438,7.82,FALSE
LOC409994,1528,572,7.88,FALSE
LOC409995,1974,543,7.91,FALSE
LOC409999,4267,2790,2.15,FALSE
LOC410000,5766,2961,20.59,FALSE
LOC410001,64590,51867,29.64631579,FALSE
LOC410003,8617,2313,17.8125,FALSE
LOC410004,1172,597,17.97,FALSE
LOC410005,24416,21310,2.57,FALSE
LOC410006,142315,136421,12.55166667,FALSE
LOC410007,8705,6498,14.66,FALSE
LOC410009,78450,58670,22.77,TRUE
LOC410012,3174,1495,37.025,FALSE
LOC410013,49694,47803,15.44,TRUE
LOC410015,6179,2919,0,FALSE
LOC410017,1834,455,14.45,TRUE
LOC410018,16841,11956,14.02071429,TRUE
LOC410019,24910,8236,25.03,FALSE
LOC410021,60713,53025,19.89,FALSE
LOC410022,2709,963,18.61,FALSE
LOC410023,10891,8724,9.72,FALSE
LOC410026,2032,552,2.25,FALSE
LOC410027,2306,1085,19.84,FALSE
LOC410030,1726,275,38.1,FALSE
LOC410031,7954,3779,21.91,FALSE
LOC410033,2295,552,12.07,FALSE
LOC410034,5524,4224,12.2,FALSE
LOC410035,63650,57027,17.77125,TRUE
LOC410037,2962,1026,26.68,FALSE
LOC410038,9256,4585,28.94,FALSE
LOC410039,2743,1016,23.35,FALSE
LOC410040,33738,31047,13.49,FALSE
LOC410041,13342,10817,30.53666667,FALSE
LOC410042,2762,1320,22.33,FALSE
LOC410043,6485,2953,13.97,FALSE
LOC410044,171186,164287,29.94,FALSE
LOC410045,10295,2478,30.4,FALSE
LOC410050,1793,577,15.89,FALSE
LOC410052,10583,7584,2.98,FALSE
LOC410054,3331,1136,18.06,FALSE
LOC410055,1713,414,3.49,FALSE
LOC410056,4979,541,28.4,FALSE
LOC410057,6569,4699,16.83,FALSE
LOC410058,7406,5980,9.405,FALSE
LOC410059,11477,9049,25.42,FALSE
LOC410060,71669,67022,6.51,FALSE
LOC410061,17820,13038,19.91,TRUE
LOC410062,8531,6337,13.26,FALSE
LOC410063,5421,3491,12.56,FALSE
LOC410066,20234,18365,13.86666667,FALSE
LOC410067,10496,6931,7.27,FALSE
LOC410068,2166,1043,12.50666667,FALSE
LOC410070,11806,2051,6.23,FALSE
LOC410071,1967,550,6.45,FALSE
LOC410072,1967,803,15.54,FALSE
LOC410073,3018,832,15.45,FALSE
LOC410076,2839,863,16.925,FALSE
LOC410078,35592,29941,10.28,TRUE
LOC410079,3111,1863,17.4075,FALSE
LOC410080,4794,2979,29.76,FALSE
LOC410082,2266,936,18.86,FALSE
LOC410083,6612,1436,27.05,FALSE
LOC410084,5155,1946,15.57,FALSE
LOC410085,9473,5847,5.17,FALSE
LOC410087,5498,3689,17.68,FALSE
LOC410091,8207,4081,13.06,FALSE
LOC410092,4513,2158,12.62,FALSE
LOC410093,1677,641,12.23,FALSE
LOC410094,9357,7910,27.1625,FALSE
LOC410095,1565,553,0,FALSE
LOC410096,4414,1955,0,TRUE
LOC410097,5024,1321,0,FALSE
LOC410098,2547,579,19.78,FALSE
LOC410099,10430,5867,16.97,FALSE
LOC410100,3396,930,15.1,FALSE
LOC410101,28494,22804,10.18,FALSE
LOC410102,1294,199,30.65,FALSE
LOC410103,1499,340,30.64,FALSE
LOC410105,3491,1198,7.22,FALSE
LOC410106,3277,844,7.14,FALSE
LOC410107,3399,785,6.93,FALSE
LOC410108,8227,2688,12.42,FALSE
LOC410109,12510,1331,0.85,FALSE
LOC410114,15464,12085,15.55,FALSE
LOC410115,2185,707,29.4,FALSE
LOC410116,3048,804,29.27,FALSE
LOC410117,14969,11493,31.83571429,FALSE
LOC410118,2790,614,12.67,FALSE
LOC410119,9903,6018,18.07,FALSE
LOC410120,1188,147,28.57,FALSE
LOC410121,4765,883,28.37,FALSE
LOC410122,3648,1916,10.84,FALSE
LOC410127,36303,29444,13.535,FALSE
LOC410128,1023,295,16.03,FALSE
LOC410129,3564,1630,25.23,FALSE
LOC410130,2186,801,20.34,FALSE
LOC410132,2886,663,20.59,FALSE
LOC410133,24023,19753,20.58,FALSE
LOC410134,15644,13258,10.84,FALSE
LOC410136,6673,1568,17.05,FALSE
LOC410140,218918,211904,8.96,FALSE
LOC410142,2954,1269,26.41,FALSE
LOC410144,7209,4916,19.22,FALSE
LOC410148,5539,3902,8.72,FALSE
LOC410149,4182,2081,8.77,FALSE
LOC410151,6467,2117,6.55,FALSE
LOC410154,13925,8457,13.29,FALSE
LOC410155,19179,17154,26.795,FALSE
LOC410157,11337,9519,29.53714286,FALSE
LOC410158,17880,12955,8.176666667,FALSE
LOC410159,26121,18564,17.67,FALSE
LOC410161,51731,41741,25.05,FALSE
LOC410162,1892,523,25.165,FALSE
LOC410165,16558,7031,34.932,FALSE
LOC410166,48225,43186,18.90833333,FALSE
LOC410167,7028,5750,18.6,FALSE
LOC410169,4930,1775,6.1925,FALSE
LOC410170,14673,9636,2.74,FALSE
LOC410171,20142,10895,0,FALSE
LOC410172,2189,757,1.45,FALSE
LOC410174,18966,12337,13.4925,FALSE
LOC410175,4997,140,0,FALSE
LOC410177,2786,1778,4.183333333,FALSE
LOC410178,10963,2104,37.37,FALSE
LOC410179,10571,6337,28.54,FALSE
LOC410183,8710,1129,10.05333333,FALSE
LOC410184,3083,1240,16.36,FALSE
LOC410187,3225,870,25.31,FALSE
LOC410188,1799,868,25.45,FALSE
LOC410189,4644,2336,26.46,FALSE
LOC410190,24695,22342,28.25,FALSE
LOC410191,3584,982,5.64,FALSE
LOC410194,2660,678,0,FALSE
LOC410195,2333,740,0,FALSE
LOC410197,8552,4929,0,FALSE
LOC410198,5567,1615,0.52,FALSE
LOC410200,1578,271,6.42,FALSE
LOC410201,12152,6132,7.36,FALSE
LOC410202,3678,1413,14.955,FALSE
LOC410204,27115,20071,57.82142857,FALSE
LOC410205,2549,NA,55.95,FALSE
LOC410206,2787,897,55.72,FALSE
LOC410207,5979,2118,55.42,FALSE
LOC410208,3279,1263,61.07333333,FALSE
LOC410209,1940,NA,62.52,FALSE
LOC410211,67804,57203,64.25733333,TRUE
LOC410216,2820,688,34.9,FALSE
LOC410217,5655,1799,34.09,FALSE
LOC410218,1371,440,33.53,FALSE
LOC410219,2440,543,33.26,FALSE
LOC410222,31439,21091,36.51,FALSE
LOC410223,1386,152,43.04,FALSE
LOC410225,2214,414,27.45,FALSE
LOC410226,5608,2885,27.66333333,FALSE
LOC410227,2174,870,27.9,FALSE
LOC410228,5361,1095,28.54,FALSE
LOC410229,42977,37707,26.41,TRUE
LOC410231,4040,NA,34.39,FALSE
LOC410233,70350,62909,33.52,FALSE
LOC410234,3082,488,29.14,FALSE
LOC410235,4788,NA,36.26,FALSE
LOC410236,21273,16398,32.99,TRUE
LOC410237,20866,8718,31.54666667,FALSE
LOC410238,1412,170,30.63,FALSE
LOC410239,4951,863,30.24,FALSE
LOC410241,2079,513,10.16,FALSE
LOC410244,2211,351,6.62,FALSE
LOC410245,24199,20973,6.64,FALSE
LOC410246,13470,9741,6.92,TRUE
LOC410253,21701,15089,6.51,FALSE
LOC410254,2541,847,5.36,FALSE
LOC410255,3975,706,8.52,FALSE
LOC410256,5511,1426,8.6,FALSE
LOC410257,6655,1931,9.44,FALSE
LOC410258,3944,1292,9.57,FALSE
LOC410259,78910,68008,10.72222222,FALSE
LOC410261,19158,15008,12.39333333,FALSE
LOC410262,3906,1817,12.57,FALSE
LOC410263,5457,2561,12.62,FALSE
LOC410264,2126,352,13.98,FALSE
LOC410266,1840,518,14.01,FALSE
LOC410269,8276,2820,4.51,FALSE
LOC410270,34337,27200,0.24,TRUE
LOC410271,8592,4515,2.33,FALSE
LOC410272,5070,2343,4.586666667,TRUE
LOC410273,3812,755,4.81,FALSE
LOC410274,6594,918,5.13,TRUE
LOC410278,10888,6842,0.29,FALSE
LOC410279,18454,9404,0.01,FALSE
LOC410280,2828,414,0.01,FALSE
LOC410282,6598,2562,0.01,FALSE
LOC410283,1307,368,0.01,FALSE
LOC410286,3092,699,0.01,TRUE
LOC410288,4704,3543,50.83,FALSE
LOC410289,3371,698,50.17,FALSE
LOC410290,3307,1053,38.17,FALSE
LOC410291,62796,60506,41.64,FALSE
LOC410293,62372,59120,48.52,FALSE
LOC410294,2053,681,14.81,FALSE
LOC410295,1980,357,12.48,FALSE
LOC410296,5535,2512,12.6,FALSE
LOC410297,1629,564,12.67,TRUE
LOC410298,2678,562,12.74,FALSE
LOC410299,178031,176041,21.09,FALSE
LOC410301,6043,1091,10.58,TRUE
LOC410304,429014,413930,15.29,FALSE
LOC410305,1378,408,12.15,FALSE
LOC410306,1156,NA,12.25,FALSE
LOC410307,9333,2772,19.82,FALSE
LOC410308,1796,343,20.73,FALSE
LOC410309,161431,150352,25.342,FALSE
LOC410315,4997,1083,24.09,FALSE
LOC410316,3991,782,24.19,FALSE
LOC410317,228053,215789,26.0325,FALSE
LOC410318,16631,10488,30.83,FALSE
LOC410319,7540,645,41,TRUE
LOC410320,95646,84146,47.32,TRUE
LOC410322,37260,32099,51.624,FALSE
LOC410323,14841,2992,46.14,FALSE
LOC410324,6026,2681,44.79,FALSE
LOC410325,4691,2174,41.15,FALSE
LOC410326,2422,858,40.67,FALSE
LOC410328,3347,719,29.67,FALSE
LOC410330,3364,604,29.28571429,FALSE
LOC410331,6823,1206,29.06,FALSE
LOC410332,16869,12786,25.98,FALSE
LOC410334,9439,4477,21.55333333,FALSE
LOC410336,98705,90942,21.33,FALSE
LOC410337,10418,6189,22.065,TRUE
LOC410338,3475,1875,22.53,FALSE
LOC410339,1778,94,22.57,FALSE
LOC410340,2526,236,26.13,FALSE
LOC410341,165410,159775,28.15333333,FALSE
LOC410343,3268,667,29.49,FALSE
LOC410344,5208,1266,29.48,FALSE
LOC410345,5445,2111,29.45,FALSE
LOC410347,9887,6745,29.34,TRUE
LOC410348,8985,4505,28.58,FALSE
LOC410349,1382,237,28.48,FALSE
LOC410350,2060,432,28.44,FALSE
LOC410351,45103,32212,27.165,TRUE
LOC410352,16067,8912,23.43,FALSE
LOC410353,530631,522979,32.11238095,FALSE
LOC410354,4592,2403,5.87,FALSE
LOC410355,2077,759,5.91,FALSE
LOC410357,2819,66,24.43,FALSE
LOC410361,6699,4780,25.06,FALSE
LOC410362,190099,181646,22.99,FALSE
LOC410363,25293,8489,22.53,FALSE
LOC410365,52189,46788,22.58,FALSE
LOC410368,17829,11169,23.37,TRUE
LOC410369,172549,164507,24.88,FALSE
LOC410370,2882,1753,19.085,FALSE
LOC410371,41887,30916,19.25285714,TRUE
LOC410373,121402,116117,21.72,FALSE
LOC410375,34935,30619,14.712,FALSE
LOC410376,990,227,14.4,FALSE
LOC410379,29448,21217,26.37,TRUE
LOC410380,16449,13624,26.37,FALSE
LOC410381,3782,1562,26.37,FALSE
LOC410383,5948,1612,26.37,FALSE
LOC410385,2365,689,26.15,FALSE
LOC410386,51665,45239,26.525,FALSE
LOC410387,3084,NA,27.07,FALSE
LOC410388,2529,479,27.01,FALSE
LOC410390,5976,2670,23.39,FALSE
LOC410393,195378,184858,26.37,FALSE
LOC410394,2541,953,26.37,FALSE
LOC410395,1788,703,26.37,FALSE
LOC410396,1745,218,26.37,FALSE
LOC410398,69656,60234,26.37,TRUE
LOC410399,2308,1435,12.1,FALSE
LOC410402,8515,4780,33.51,FALSE
LOC410403,1922,823,33.51,FALSE
LOC410405,4805,739,33.51,FALSE
LOC410406,3906,2005,33.51,FALSE
LOC410408,16791,9143,32.59,FALSE
LOC410410,2141,NA,32.16,FALSE
LOC410413,11788,6610,30.7,FALSE
LOC410414,3833,724,30.75,FALSE
LOC410415,1540,494,30.76,FALSE
LOC410416,1096,185,30.62,FALSE
LOC410417,6434,1895,30.48,FALSE
LOC410420,1402,345,30.34,FALSE
LOC410422,1401,284,30.13,FALSE
LOC410423,32670,24336,29.93,TRUE
LOC410424,13660,10498,29.82,FALSE
LOC410427,78345,70880,29.346,FALSE
LOC410428,10331,4798,28.73,TRUE
LOC410429,1907,884,28.66,FALSE
LOC410432,2118,844,25.14,FALSE
LOC410434,1907,433,23.76,FALSE
LOC410438,116870,114234,21.88666667,FALSE
LOC410439,144744,138249,21.66714286,FALSE
LOC410441,5287,3233,21.72,FALSE
LOC410442,80979,72539,21.72,TRUE
LOC410446,2648,411,23.33,FALSE
LOC410447,14547,10050,24.025,TRUE
LOC410448,4564,1628,24.13,TRUE
LOC410449,4206,2028,24.17,FALSE
LOC410451,2348,503,26.1,FALSE
LOC410452,3475,1900,26.39,TRUE
LOC410454,5147,2651,27.37,FALSE
LOC410456,28025,22988,28.404,FALSE
LOC410459,1876,668,28.78,FALSE
LOC410462,6124,807,28.75,FALSE
LOC410463,2293,497,27.73,TRUE
LOC410464,4595,202,25.06,FALSE
LOC410465,16294,14128,21.9,FALSE
LOC410467,7996,2303,20.69,TRUE
LOC410468,3313,685,20.34,TRUE
LOC410469,1750,820,19.38,FALSE
LOC410470,322420,317857,18.07,FALSE
LOC410475,1886,546,12.97,FALSE
LOC410478,2342,736,24.69,FALSE
LOC410479,401582,399138,25.66,FALSE
LOC410480,175216,168823,33.04,FALSE
LOC410482,29150,25952,26.14,FALSE
LOC410483,4567,3011,23.32,FALSE
LOC410484,69694,65953,21.97,FALSE
LOC410485,5041,1874,7.86,FALSE
LOC410486,2265,1112,7.95,FALSE
LOC410487,20953,12035,8.72,FALSE
LOC410489,11702,5533,18.46333333,FALSE
LOC410492,1758,NA,19.69,FALSE
LOC410493,4838,1254,22.08,FALSE
LOC410494,990,377,22.42,FALSE
LOC410495,9186,2220,22.91,FALSE
LOC410497,20666,11457,24,FALSE
LOC410498,109500,95767,24.45933333,TRUE
LOC410499,16777,12942,24.13,FALSE
LOC410501,8459,3069,23.83,FALSE
LOC410502,20923,8344,23.82,FALSE
LOC410505,6514,850,23.91,FALSE
LOC410506,49564,43091,24.06,FALSE
LOC410507,4402,1758,24.13,FALSE
LOC410509,18161,8370,24.37,FALSE
LOC410510,4528,1427,24.42,TRUE
LOC410511,4615,1208,24.45166667,TRUE
LOC410512,1602,172,24.48,TRUE
LOC410514,98206,86378,25.05571429,FALSE
LOC410515,10743,3949,25.48,FALSE
LOC410516,1960,620,26.15,FALSE
LOC410517,55068,51161,26.7,FALSE
LOC410518,1849,86,28.03,FALSE
LOC410520,2805,557,17.85,FALSE
LOC410521,6464,2107,18.055,FALSE
LOC410525,1273,326,19.16,FALSE
LOC410526,9832,6627,20.51,TRUE
LOC410527,14812,4939,21.12,TRUE
LOC410530,3235,945,42.04,FALSE
LOC410532,4093,1536,41.95857143,FALSE
LOC410533,1649,414,41.89,FALSE
LOC410534,23546,16993,41.01,FALSE
LOC410535,87807,83135,37.79,FALSE
LOC410537,24949,20744,28.6,FALSE
LOC410538,3227,657,24.5575,FALSE
LOC410539,7485,5126,16.07,FALSE
LOC410541,4600,1108,15.11,FALSE
LOC410542,2983,941,14.48,FALSE
LOC410545,27980,18716,17.02545455,FALSE
LOC410546,4034,1800,18.22,FALSE
LOC410547,1442,277,20.48,FALSE
LOC410549,16888,12725,24.06,FALSE
LOC410550,2396,409,24.99,TRUE
LOC410553,13185,11975,40.78,FALSE
LOC410554,3493,984,41.28,FALSE
LOC410555,7609,3917,41.92,FALSE
LOC410556,2170,376,43.53,FALSE
LOC410557,1171,470,44.67,FALSE
LOC410558,6768,1443,44.72,FALSE
LOC410559,4937,303,44.72,FALSE
LOC410561,1258,233,44.45,FALSE
LOC410562,5052,138,44.4,FALSE
LOC410563,68428,66874,43.5,FALSE
LOC410565,6012,1904,13.43,FALSE
LOC410566,6527,2525,0.595,FALSE
LOC410567,16118,12417,30.91,FALSE
LOC410570,3559,290,21.66,FALSE
LOC410571,4190,939,20.84,FALSE
LOC410573,61757,54160,13.66333333,FALSE
LOC410575,3296,859,17.47,FALSE
LOC410577,34856,32233,32.58,FALSE
LOC410578,26277,16590,41.5775,FALSE
LOC410580,12056,8390,43.492,FALSE
LOC410581,9144,4538,44.38,FALSE
LOC410582,2987,442,6.14,FALSE
LOC410583,1821,341,6.18,FALSE
LOC410585,36890,29386,6.57,FALSE
LOC410589,19705,15184,8.003333333,FALSE
LOC410591,1033,334,5.46,FALSE
LOC410595,2837,852,9.25,FALSE
LOC410597,1728,429,13.73,FALSE
LOC410600,45479,37919,47.375,FALSE
LOC410601,11756,8156,47.52,FALSE
LOC410602,2085,533,25.94,FALSE
LOC410603,2073,195,23.54,FALSE
LOC410604,29512,22359,21.50333333,FALSE
LOC410606,13634,5994,25.1,FALSE
LOC410607,1415,187,42.2,FALSE
LOC410609,31894,23499,40.785,FALSE
LOC410610,928,299,40.32,FALSE
LOC410612,1996,414,37.8,FALSE
LOC410613,4829,1250,33.85,FALSE
LOC410614,6296,956,33.38,FALSE
LOC410616,2675,439,29.56666667,FALSE
LOC410617,2344,921,29.4,FALSE
LOC410618,3314,926,6.97,FALSE
LOC410620,3731,1495,29.66,FALSE
LOC410621,3526,975,26.35,FALSE
LOC410622,2751,409,33.77,FALSE
LOC410623,6589,2055,33.28142857,FALSE
LOC410624,73675,67489,31.52285714,FALSE
LOC410626,11996,8000,31.96,FALSE
LOC410627,18335,16375,32.59,TRUE
LOC410630,11818,6128,12.545,FALSE
LOC410632,20906,14728,17.49,FALSE
LOC410633,5650,3647,12.98,FALSE
LOC410635,8461,6837,11.57,FALSE
LOC410636,1329,650,0,FALSE
LOC410637,92324,83069,19.23933333,FALSE
LOC410638,8036,4171,1.73,FALSE
LOC410639,10705,8331,5.466666667,FALSE
LOC410642,14062,8950,31.25,FALSE
LOC410643,36349,28516,40.79,TRUE
LOC410648,4506,1143,23.07,FALSE
LOC410649,155071,150725,5.298333333,FALSE
LOC410654,30186,26556,5.79,FALSE
LOC410655,214928,213283,7.22,FALSE
LOC410657,38474,34871,52.63,FALSE
LOC410658,38557,32797,21.05,FALSE
LOC410659,9571,6377,35.22,FALSE
LOC410662,273387,257373,27.02666667,FALSE
LOC410663,979,306,16.665,FALSE
LOC410664,3566,978,15.8,FALSE
LOC410665,2698,369,9.02,FALSE
LOC410669,28341,22137,26.83666667,FALSE
LOC410671,25791,17392,27.148,FALSE
LOC410672,1786,181,27.25,FALSE
LOC410673,2096,556,27.34,FALSE
LOC410674,142134,137986,27.95333333,FALSE
LOC410675,2072,811,29.14,FALSE
LOC410676,931,189,29.22,FALSE
LOC410678,1823,996,17.95,FALSE
LOC410681,2757,641,40.64,FALSE
LOC410683,3772,1544,38.5,TRUE
LOC410684,36660,32078,34.53,TRUE
LOC410685,64235,57262,22.14,FALSE
LOC410686,160920,146860,18.83,FALSE
LOC410687,2489,873,27.08,FALSE
LOC410688,7055,3148,27.47,FALSE
LOC410689,41958,28774,27.42043478,FALSE
LOC410690,3526,847,27.27,FALSE
LOC410692,3645,977,32.95,FALSE
LOC410694,66202,62268,28.874,FALSE
LOC410696,186237,179546,10.96111111,TRUE
LOC410702,3609,1630,22.66,FALSE
LOC410705,4250,1054,32.05,FALSE
LOC410706,312133,302008,13.59,FALSE
LOC410710,13797,9919,26.355,TRUE
LOC410717,47592,38029,8.355,FALSE
LOC410718,401680,391546,21.86,TRUE
LOC410719,8018,6473,12.26,FALSE
LOC410723,7546,3036,30.12,FALSE
LOC410724,89248,82704,0.267142857,FALSE
LOC410725,18152,12769,2.07,TRUE
LOC410726,2303,555,16.74,FALSE
LOC410727,2755,1210,14.46,FALSE
LOC410728,14554,10180,12.078,FALSE
LOC410729,2324,675,29.78,FALSE
LOC410730,3157,788,29.57,FALSE
LOC410732,468202,461507,33.71666667,FALSE
LOC410733,60138,57422,31.8,FALSE
LOC410734,2904,815,31.66,TRUE
LOC410736,7972,1745,27.37,FALSE
LOC410739,56093,41346,29.204,TRUE
LOC410740,4702,2801,29.42666667,FALSE
LOC410741,35246,29809,31.07,FALSE
LOC410743,2195,57,32.52,FALSE
LOC410744,11241,7264,32.74,FALSE
LOC410745,4902,1633,33.02,FALSE
LOC410746,10150,7058,32.76,FALSE
LOC410747,8977,5252,32.53,FALSE
LOC410748,7314,2059,32.25,FALSE
LOC410749,5006,2139,1.64,FALSE
LOC410751,5868,4305,13.23,FALSE
LOC410752,8050,5362,13.05,FALSE
LOC410753,1534,416,12.76,FALSE
LOC410754,2564,1003,12.23,FALSE
LOC410755,81078,77745,28.98,FALSE
LOC410756,145518,133333,26.815,TRUE
LOC410757,5864,3017,43.405,FALSE
LOC410758,445130,434437,39.425,FALSE
LOC410761,32332,29296,26.46,FALSE
LOC410763,1358,210,21.47,FALSE
LOC410765,2264,1121,21.13,FALSE
LOC410766,4667,1068,26.01333333,FALSE
LOC410767,116879,112725,37.81,FALSE
LOC410769,4329,601,37.63,FALSE
LOC410771,61215,54153,32.516,FALSE
LOC410772,4073,1221,25.42,FALSE
LOC410775,116097,102357,14.72,FALSE
LOC410776,33478,27886,15.14,FALSE
LOC410777,11188,4603,15.32,FALSE
LOC410779,58915,49900,20.18,TRUE
LOC410780,133924,127811,22.294,TRUE
LOC410782,9696,5393,28.8975,FALSE
LOC410784,1539,73,28.47,TRUE
LOC410785,268848,258234,24.78,FALSE
LOC410788,93824,89419,23.57,FALSE
LOC410791,10172,6210,29.14,FALSE
LOC410792,4793,1340,20.55,FALSE
LOC410793,17600,3736,20.54,TRUE
LOC410795,14320,8549,20.505,FALSE
LOC410796,20321,15586,20.47,FALSE
LOC410798,11376,6231,20.44166667,FALSE
LOC410799,3811,577,20.59,FALSE
LOC410801,20986,19142,20.6,TRUE
LOC410802,14335,10451,20.6,TRUE
LOC410803,9947,3786,20.6,TRUE
LOC410804,12944,9608,20.6,FALSE
LOC410805,9630,3443,20.6,FALSE
LOC410806,3626,1044,20.6,FALSE
LOC410808,3666,1447,20.49,FALSE
LOC410809,3833,1352,21.21,FALSE
LOC410811,5566,1704,21.81,FALSE
LOC410812,2121,575,21.88,FALSE
LOC410815,28164,24369,40.62285714,FALSE
LOC410816,3312,1129,41.17,FALSE
LOC410818,15083,10465,41.65,FALSE
LOC410819,29538,17847,41.68,FALSE
LOC410820,18904,11551,41.67,FALSE
LOC410821,11189,7676,41.57,FALSE
LOC410823,79122,72714,41.34,FALSE
LOC410824,7358,4072,41.29,FALSE
LOC410825,4900,839,40.72,FALSE
LOC410828,4031,2159,39.42,FALSE
LOC410829,29903,15647,39.52,TRUE
LOC410831,45649,38424,38.95,FALSE
LOC410833,1676,487,40.2,FALSE
LOC410837,795,134,36.87,FALSE
LOC410838,13694,10583,36.76,FALSE
LOC410839,2910,223,36.63,FALSE
LOC410844,2361,512,35.17,FALSE
LOC410848,5176,521,34.49,FALSE
LOC410849,2234,NA,34.46,FALSE
LOC410850,3264,1227,34.42,FALSE
LOC410851,22116,16697,34.3,FALSE
LOC410852,114080,105003,33.81375,TRUE
LOC410853,150441,136895,30.82,FALSE
LOC410854,1562,264,30.06,FALSE
LOC410855,2217,473,30.06,FALSE
LOC410856,127335,125913,30.08333333,FALSE
LOC410857,10435,9514,30.06,FALSE
LOC410860,12624,8820,30.15,FALSE
LOC410862,8535,4397,30.26,FALSE
LOC410863,5947,3638,30.24,FALSE
LOC410864,2467,660,30.23,FALSE
LOC410865,13207,8408,30.21,FALSE
LOC410866,65258,61987,29.55,FALSE
LOC410867,54749,46238,28.57,TRUE
LOC410869,5845,3462,28.255,TRUE
LOC410870,38409,31471,28.16666667,TRUE
LOC410871,3877,1862,26.18,FALSE
LOC410872,1671,519,26.13,TRUE
LOC410874,11708,5199,18.42,FALSE
LOC410875,1392,136,17.56,FALSE
LOC410876,2408,833,17.56,FALSE
LOC410877,1722,415,17.49,FALSE
LOC410878,2466,1184,26.88,FALSE
LOC410879,2299,610,25.42,FALSE
LOC410882,286324,275969,23.19777778,TRUE
LOC410883,1258,237,22.06,FALSE
LOC410884,2618,164,13.75,FALSE
LOC410885,9530,7162,13.67,FALSE
LOC410886,7190,589,13.42,FALSE
LOC410887,9208,2169,13.25,FALSE
LOC410888,180777,178511,16.55,FALSE
LOC410889,2098,418,11.44,FALSE
LOC410890,991,275,11.45,FALSE
LOC410891,11743,6261,11.46,FALSE
LOC410893,224256,214310,18.993,FALSE
LOC410894,1895,971,20.09,FALSE
LOC410895,66263,59915,20.19,FALSE
LOC410896,6704,4361,20.47,FALSE
LOC410897,1930,661,20.47,FALSE
LOC410904,25673,20031,13.55,FALSE
LOC410905,6003,4085,13.03,FALSE
LOC410906,3613,1074,13.43,FALSE
LOC410907,2440,724,13.4,FALSE
LOC410910,3865,1198,12.68,FALSE
LOC410911,3576,1163,12.5,FALSE
LOC410913,6699,2993,11.68,FALSE
LOC410915,6446,3842,11.69,FALSE
LOC410916,3524,1057,11.77,FALSE
LOC410918,34392,26724,20.13666667,TRUE
LOC410920,5061,2507,21.41,FALSE
LOC410922,41756,35934,22.52,FALSE
LOC410923,21583,15038,32.60714286,FALSE
